pro,city,type,name,alias,list
陕西,西安,5A景区,华清池景区,华清池,109.2050922 34.3652323;109.205157 34.3665885;109.2051602 34.3666253;109.2051578 34.3666404;109.2051466 34.3666508;109.2046508 34.3667884;109.2044297 34.3668681;109.2043596 34.3668964;109.2043015 34.3669271;109.2040364 34.3670634;109.2031201 34.367577;109.2028733 34.3677318;109.2028413 34.3677637;109.2028269 34.3678037;109.2028181 34.367842;109.2028189 34.367886;109.2028381 34.3679292;109.2028709 34.3679652;109.2029214 34.3679917;109.2029726 34.3680062;109.20341 34.3679804;109.2042366 34.3679312;109.2047844 34.3679001;109.2048045 34.3678905;109.2048221 34.3678665;109.2048285 34.3678393;109.2048277 34.367809;109.2047653 34.367186;109.2047393 34.3669449;109.2047441 34.3669217;109.2047521 34.3669121;109.2054981 34.3668192;109.2063311 34.3667133;109.2069903 34.3666287;109.2070079 34.3666239;109.2070151 34.3666087;109.2070159 34.3665895;109.2069871 34.3665047;109.2069422 34.3663719;109.2068638 34.3661191;109.206863 34.3660952;109.2068698 34.3660772;109.2068822 34.3660624;109.2069018 34.3660524;109.2072418 34.365947;109.2078409 34.3657799;109.2082557 34.3656957;109.2086722 34.3656195;109.2091022 34.3655593;109.2094426 34.3655142;109.2095859 34.3654976;109.2096196 34.3654849;109.2096412 34.3654633;109.2096468 34.3654337;109.209646 34.3654018;109.2095275 34.3647459;109.2093562 34.3643667;109.2093418 34.3643107;109.2093482 34.3642468;109.2093738 34.3641844;109.2094218 34.3641205;109.2094891 34.3640774;109.209582 34.3640616;109.2096781 34.3640713;109.2097742 34.3640922;109.2098911 34.36411;109.2100961 34.3641182;109.2104741 34.3641156;109.2108393 34.3640969;109.2111436 34.3640781;109.2114791 34.3641145;109.2116641 34.3641363;109.2116849 34.3641284;109.2117009 34.3641076;109.2117257 34.3640421;109.2118627 34.3639351;109.2119235 34.3639048;109.2120052 34.3638897;109.2123672 34.3638454;109.2129309 34.3638845;109.2134641 34.3638844;109.2140647 34.3639619;109.2142616 34.3639462;109.2143914 34.3638712;109.2144682 34.3637402;109.2144971 34.3636682;109.2145483 34.3634684;109.2145267 34.3629766;109.2145219 34.3628927;109.2145067 34.3627895;109.2144899 34.3626808;109.2144291 34.3624128;109.2144203 34.3623297;109.2144203 34.3622577;109.2144315 34.3621969;109.2147982 34.3618984;109.2148303 34.361836;109.2148399 34.3617577;109.2148351 34.3617289;109.2147983 34.3616953;109.214763 34.3616776;109.2147326 34.3616792;109.2145548 34.3617701;109.2145244 34.3617733;109.2144908 34.3617652;109.2144636 34.3617444;109.214442 34.361706;109.2144083 34.3615684;109.2143907 34.3614533;109.2143843 34.3613061;109.2143892 34.3612102;109.2144012 34.3611295;109.2144308 34.3610192;109.2145165 34.3608457;109.214667 34.3606093;109.2149169 34.3603345;109.2152372 34.3600407;109.2155446 34.3597788;109.2158177 34.3596192;109.2158513 34.3595945;109.2158761 34.3595681;109.2158889 34.3595282;109.2158841 34.359357;109.215897 34.3590436;109.215881 34.3588709;109.2158746 34.3585223;109.2159307 34.3581361;109.2159443 34.3579722;109.2159579 34.3577963;109.2160444 34.3576429;109.2161693 34.3575503;109.2163294 34.3574897;109.2164864 34.3574484;109.2166177 34.3573814;109.2167073 34.3573079;109.2167906 34.3572041;109.2169107 34.3569451;109.2169732 34.3568125;109.2170052 34.3566718;109.2170308 34.3565183;109.2170693 34.3563264;109.217127 34.3556501;109.217119 34.3556117;109.2170934 34.3555781;109.2170005 34.3555316;109.2167123 34.3554193;109.2160366 34.3551962;109.2159101 34.3551624;109.2154361 34.3550131;109.2150454 34.3549103;109.2146483 34.354809;109.214621 34.3548058;109.2145858 34.3548041;109.2141166 34.3548099;109.2139741 34.3548321;109.2138604 34.3548736;109.2134952 34.3550138;109.2130596 34.3550517;109.2126369 34.3550159;109.2121052 34.3549257;109.2115671 34.3547842;109.2098246 34.353413;109.2092225 34.3529708;109.2080725 34.3525438;109.2075375 34.3523735;109.2067106 34.3522089;109.2066958 34.3522068;109.2066806 34.352208;109.2058204 34.3523008;109.2052994 34.3523368;109.2046358 34.3523734;109.2045461 34.3523885;109.2044171 34.3524179;109.2042145 34.3524784;109.2041143 34.3525134;109.2040583 34.3525413;109.2038949 34.3526394;109.203854 34.3526721;109.2038092 34.3527192;109.2037763 34.3527648;109.2037427 34.3528103;109.2037114 34.3528606;109.2036866 34.3529166;109.203681 34.3529557;109.2036826 34.3529885;109.2037667 34.3532253;109.2037827 34.3532573;109.2038035 34.3532878;109.2040326 34.3535072;109.2045836 34.3538406;109.2052948 34.3541151;109.2053301 34.3541375;109.2053589 34.3541776;109.2053781 34.3542144;109.2055575 34.3551326;109.2055703 34.3551726;109.2055863 34.3552222;109.205865 34.3560301;109.2058826 34.3560637;109.2059146 34.3561022;109.2061485 34.3563024;109.2061757 34.3563232;109.2062125 34.3563457;109.2067727 34.3565524;109.2067904 34.3565594;109.2068022 34.3565674;109.2068114 34.3565764;109.2068837 34.3567064;109.2069798 34.3569401;109.2071143 34.3572281;109.2072104 34.3575225;109.2072616 34.3578232;109.2072488 34.3580407;109.2072359 34.358159;109.2072215 34.3581782;109.2071975 34.3581853;109.2069476 34.3581906;109.2069028 34.3582001;109.2068803 34.3582417;109.2069091 34.3589485;109.2068899 34.3593643;109.2069027 34.3597993;109.2069026 34.3603046;109.2068642 34.3607076;109.206768 34.3612384;109.2066526 34.3616732;109.2065181 34.3620952;109.206345 34.3624723;109.2060375 34.362926;109.2056882 34.3634085;109.2053967 34.3638143;109.205198 34.3641594;109.2051083 34.3643704;109.2050618 34.3645286;109.2050506 34.364591;109.2050506 34.3646669;109.2050626 34.3647389;109.205073 34.3648021;109.2050794 34.364902;109.2050922 34.3652323
陕西,西安,5A景区,兵马俑旅游景区,兵马俑,109.2731366 34.3865041;109.2761047 34.3864535;109.2761146 34.3864595;109.2761226 34.3864695;109.2761276 34.3864815;109.276278 34.3905092;109.276286 34.3905432;109.276302 34.3905702;109.2763239 34.3905951;109.2763549 34.3906111;109.2776496 34.3909447;109.2788783 34.3912664;109.2803395 34.3916487;109.2813765 34.3919125;109.2813875 34.3919095;109.2813995 34.3919035;109.2814085 34.3918935;109.2814135 34.3918825;109.2813945 34.3915277;109.2813726 34.3912369;109.2813567 34.390942;109.2813378 34.3902015;109.2813318 34.3901875;109.2813238 34.3901775;109.2813118 34.3901705;109.280676 34.3901752;109.2806621 34.3901722;109.2806501 34.3901652;109.2806421 34.3901552;109.2806361 34.3901432;109.2806202 34.3898304;109.2806102 34.3898084;109.2805962 34.3897874;109.2805693 34.3897795;109.2801111 34.3897959;109.2799894 34.389822;109.279669 34.3898234;109.2796171 34.3898124;109.2795732 34.3897885;109.2795342 34.3897465;109.2794694 34.3896207;109.2794195 34.3894828;109.2793815 34.3893549;109.2793576 34.389237;109.2793426 34.3891211;109.2793217 34.3887533;109.2792838 34.3881097;109.2792599 34.3873851;109.2792221 34.3864706;109.2791853 34.3855171;109.2791983 34.3848075;109.2791664 34.3843048;109.2790816 34.3833664;109.2790787 34.3833474;109.2790717 34.3833244;109.2790577 34.3833054;109.2790387 34.3832935;109.2787493 34.3832688;109.2787303 34.3832628;109.2787143 34.3832518;109.2787043 34.3832348;109.2786894 34.3831329;109.2786764 34.3831049;109.2786554 34.3830849;109.2786275 34.383073;109.2758474 34.3831345;109.2742151 34.3831869;109.2731508 34.3832258;109.2714794 34.3832661;109.2713776 34.3832023;109.2708404 34.3831907;109.2708085 34.3831917;109.2707845 34.3831987;109.2707645 34.3832117;109.2707525 34.3832327;109.2706516 34.3843732;109.2706486 34.3843952;109.2706416 34.3844142;109.2706286 34.3844282;109.2706106 34.3844392;109.2697779 34.3844348;109.2697299 34.3844399;109.269685 34.3844489;109.2696461 34.3844659;109.2696161 34.3844939;109.2692366 34.3851119;109.2692266 34.3851329;109.2692266 34.3851598;109.2692346 34.3851838;109.2692585 34.3852088;109.2692915 34.3852268;109.2693344 34.3852377;109.2693774 34.3852427;109.2705926 34.3852268;109.2706455 34.3852787;109.2706954 34.3854256;109.2706564 34.3863901;109.2706294 34.386625;109.2711057 34.3866057;109.2712175 34.3866056;109.2731366 34.3865041
陕西,西安,5A景区,大雁塔,大雁塔,108.9561793 34.2228471;108.9575128 34.2228389;108.9575267 34.2227119;108.9575457 34.2227039;108.9579323 34.2226989;108.9578964 34.2242305;108.9580438 34.2242351;108.9605372 34.224301;108.9608271 34.2242843;108.9610533 34.2242357;108.961149 34.2241905;108.9612835 34.2240822;108.9613882 34.223962;108.9614171 34.2229233;108.9618984 34.2229271;108.9619134 34.2227371;108.9620021 34.2227399;108.9620778 34.2227347;108.9621047 34.2228176;108.9621376 34.2229005;108.9623488 34.222915;108.9639859 34.2229358;108.9640875 34.2229325;108.9641034 34.2229105;108.9641035 34.2227796;108.9640607 34.2213242;108.963978 34.2211864;108.9638694 34.2211487;108.9635406 34.2211446;108.963166 34.2211185;108.9631361 34.2210986;108.9630943 34.2207988;108.9630694 34.2207539;108.9629707 34.2207551;108.9629508 34.2207412;108.9629229 34.2203794;108.962897 34.2201865;108.9627824 34.2202108;108.9627984 34.2200118;108.9628044 34.219555;108.9630934 34.2195443;108.9630386 34.2183528;108.9626869 34.2183647;108.962652 34.2183288;108.962658 34.2180999;108.9626421 34.2180489;108.9625813 34.2180361;108.9606432 34.217986;108.9605017 34.2179843;108.9604599 34.2179744;108.9604459 34.2179615;108.960437 34.2179345;108.960436 34.2178925;108.9604419 34.2177505;108.9604559 34.2174586;108.960442 34.2172027;108.960428 34.2171068;108.9604161 34.2170698;108.9603424 34.2169961;108.9602826 34.2169722;108.9600623 34.2169578;108.9594714 34.2169612;108.9585067 34.2169676;108.9584309 34.2179994;108.958396 34.2190831;108.9583452 34.2190872;108.9582315 34.2190875;108.9573266 34.2191017;108.9569529 34.2191216;108.9569051 34.2192906;108.9566689 34.2192982;108.9563539 34.2193019;108.9562772 34.2193631;108.9562293 34.2194462;108.9562133 34.2207357;108.9569239 34.2207401;108.9569368 34.2220156;108.9561903 34.2220243;108.9561793 34.2224272;108.9561793 34.2228471
陕西,延安,5A景区,黄帝陵景区,黄帝陵,109.2671014 35.5811212;109.265821 35.5810901;109.2644758 35.581006;109.2639134 35.5809693;109.2637107 35.5809485;109.2635519 35.5809216;109.26348 35.5809056;109.2633601 35.5808677;109.2632712 35.5808308;109.2630615 35.58074;109.2629626 35.580679;109.2628128 35.5805682;109.2627279 35.5804803;109.2625841 35.5803175;109.2619877 35.5804077;109.2619258 35.5804268;109.2615941 35.5806028;109.2612365 35.5807969;109.2612125 35.5808209;109.2611906 35.5808529;109.2611626 35.5809019;109.2611516 35.5809289;109.2611456 35.5809729;109.2611356 35.5811977;109.2611196 35.5817364;109.2611305 35.5821941;109.2611515 35.5823271;109.2612653 35.5824899;109.2613662 35.5826418;109.2613962 35.5827267;109.2614042 35.5827637;109.2614022 35.5828126;109.2611374 35.5832865;109.2610984 35.5834944;109.2610984 35.5836033;109.2611823 35.5838591;109.261399 35.5842908;109.2610444 35.5844669;109.2611463 35.5848376;109.2614658 35.5857579;109.2584678 35.5869176;109.2578663 35.5875825;109.2577644 35.5878264;109.2577514 35.5882222;109.2578283 35.5886189;109.2584036 35.5898849;109.2587742 35.5905374;109.2590679 35.59096;109.2599379 35.5917782;109.2601807 35.591906;109.2605383 35.5920337;109.2610887 35.5921224;109.2617919 35.5921221;109.2627958 35.5920576;109.263467 35.5919612;109.2640863 35.5919039;109.2645147 35.5918207;109.2649113 35.5916346;109.2650391 35.5915126;109.265135 35.5913786;109.2652179 35.5911676;109.2653719 35.5891077;109.2653969 35.5888838;109.2654488 35.5886789;109.2657045 35.588257;109.2665225 35.5876098;109.2671867 35.5873096;109.2675931 35.5871654;109.2680974 35.5870811;109.2685808 35.5870428;109.269098 35.5870394;109.2695643 35.587058;109.2698459 35.5870448;109.2700696 35.5870067;109.2712259 35.586699;109.2702037 35.5834566;109.2702776 35.5834416;109.2701648 35.5830899;109.2702916 35.5830598;109.2712752 35.5827632;109.2714539 35.5827331;109.2722017 35.5826625;109.2730544 35.5826548;109.273305 35.5825927;109.2731722 35.5823379;109.2729546 35.5820213;109.272696 35.5816727;109.2725203 35.5815199;109.2723516 35.5814051;109.2720351 35.5812805;109.2718804 35.5812336;109.2716967 35.5811968;109.2712683 35.5811541;109.2671014 35.5811212
陕西,宝鸡,5A景区,法门寺佛文化景区,法门寺,107.8972625 34.4384572;107.8981784 34.4339411;107.8984366 34.4324871;107.8985888 34.4316606;107.8986739 34.4311179;107.8987299 34.4308651;107.8990852 34.4291092;107.9034436 34.4297233;107.9035346 34.4296633;107.9037587 34.4294354;107.9044501 34.4261733;107.9043281 34.4257966;107.8977149 34.4248684;107.8942459 34.4243747;107.8941418 34.4244446;107.8941188 34.4245585;107.8938665 34.4259656;107.8934881 34.4278094;107.893482 34.4280902;107.893497 34.4281402;107.8935441 34.4281622;107.8975165 34.4287701;107.8979007 34.428949;107.8976024 34.4303022;107.897212 34.4325817;107.8969247 34.4340738;107.8965844 34.4354988;107.8963472 34.43681;107.8960458 34.4384819;107.8958056 34.4394762;107.8956265 34.4398409;107.8952291 34.4407363;107.8949509 34.4417326;107.8949278 34.4418685;107.8934358 34.441698;107.8925357 34.4469525;107.8971897 34.4476526;107.8982707 34.4423681;107.899013 34.442816;107.9006137 34.4430271;107.9008418 34.4428642;107.901424 34.4423946;107.9019012 34.4416971;107.9019902 34.4414442;107.9020133 34.4405877;107.9020454 34.4391676;107.9001979 34.4389095;107.900386 34.438206;107.8992745 34.4380589;107.8991544 34.4387245;107.8972625 34.4384572
陕西,宝鸡,5A景区,太白山旅游景区,太白山,107.6722065 34.0361691;107.674278 34.0609894;107.6781112 34.066657;107.6880128 34.0838313;107.6891677 34.0924409;107.6944995 34.1004689;107.700921 34.1069569;107.7080044 34.1146126;107.7135338 34.1190928;107.7219748 34.1238703;107.7294303 34.1288189;107.7430147 34.1321214;107.7493934 34.135925;107.759122 34.1389027;107.8088748 34.1386276;107.8386382 34.1386494;107.8624867 34.1382108;107.8809712 34.1383788;107.8873047 34.1375482;107.8936453 34.1362216;107.9101302 34.136057;107.9106655 34.1361124;107.9201213 34.135991;107.93617 34.135934;107.9435698 34.1355911;107.9603767 34.1331341;107.9603136 34.1133696;107.9587158 34.099491;107.9570319 34.0889287;107.9544764 34.0703713;107.9504871 34.0605982;107.949092 34.0469553;107.9482148 34.0467271;107.9458696 34.0461619;107.9426257 34.0457191;107.9405593 34.0457229;107.9385627 34.0440167;107.9388324 34.0421867;107.9389623 34.039837;107.9392221 34.037497;107.9384534 34.0356688;107.9372155 34.0336713;107.9366466 34.0309828;107.9356682 34.0287549;107.9357981 34.0264552;107.9374359 34.0238231;107.9384644 34.0219418;107.9387341 34.0203917;107.9387312 34.0195139;107.9376171 34.0174952;107.9296802 34.0018008;107.9029329 34.0016459;107.9028409 34.0017169;107.9016805 34.0026166;107.8966484 34.0035755;107.8921154 34.0038928;107.8882821 34.0029311;107.8870209 34.0017107;107.8854393 34.0001911;107.8853992 34.0000201;107.8853091 33.9995911;107.8843381 33.9985097;107.8831667 33.9976001;107.8806836 33.9970983;107.8803732 33.9968281;107.879512 33.9963675;107.8781501 33.9963164;107.8771186 33.9962655;107.8758066 33.9963343;107.8750253 33.9961236;107.8731223 33.9956017;107.87174 33.9946305;107.8704578 33.9939692;107.8689853 33.9932176;107.8673323 33.9923168;107.86609 33.9916254;107.8642265 33.9903832;107.8627036 33.9891313;107.8601585 33.9869781;107.8587657 33.9860662;107.8581445 33.9850954;107.857383 33.9834946;107.8563408 33.9817833;107.8556494 33.9815622;107.8544769 33.9799706;107.8537854 33.9792786;107.8529637 33.9788873;107.8520617 33.9785458;107.8509592 33.978384;107.8494458 33.9781513;107.8478722 33.9775986;107.8458074 33.976975;107.8434619 33.9768706;107.8420284 33.976818;107.8407854 33.9770046;107.8398331 33.9770628;107.8390712 33.9772413;107.8382592 33.9775797;107.8374973 33.9781581;107.8364146 33.9789658;107.8355223 33.9800639;107.8347713 33.9809223;107.8341587 33.9819509;107.8334168 33.9829893;107.8322538 33.9840168;107.831562 33.9843055;107.8306697 33.9846637;107.8292962 33.9850111;107.8278636 33.9853584;107.8266294 33.985886;107.8258775 33.9862245;107.825337 33.9868634;107.8250553 33.9876027;107.8243132 33.989201;107.8237116 33.9905197;107.8226087 33.9917274;107.8204231 33.9927143;107.8189894 33.9931817;107.816854 33.9939378;107.8145282 33.9948636;107.8124731 33.99568;107.8088343 33.9965547;107.8073908 33.9968423;107.806158 33.9969102;107.8045143 33.9967476;107.8034118 33.9962959;107.8016881 33.9953834;107.8004455 33.9945316;107.7994133 33.9937401;107.7980205 33.9924883;107.7966478 33.9912864;107.7953253 33.9891748;107.7948344 33.9878644;107.7944938 33.987234;107.7935921 33.9869527;107.7927705 33.9867915;107.7899553 33.9864575;107.7879617 33.9858349;107.785758 33.9856709;107.7842455 33.985399;107.7830737 33.9846577;107.7817717 33.9835663;107.7797588 33.9821543;107.7787274 33.9811833;107.7777662 33.9799925;107.7770653 33.978962;107.7764446 33.9771917;107.7756737 33.9753704;107.7745625 33.9733097;107.7736014 33.9718191;107.7728306 33.9703488;107.7721398 33.9691384;107.7705382 33.9666377;107.7695773 33.9653272;107.7665344 33.9625958;107.7650232 33.9610553;107.7628116 33.9574551;107.7625117 33.9543056;107.7621014 33.9535756;107.761401 33.9528865;107.7605804 33.9523154;107.7593397 33.9515862;107.7573266 33.950683;107.7487906 33.9519317;107.7266666 33.9540934;107.7134599 33.9589238;107.6954861 33.9704463;107.6805862 33.9839394;107.6767675 34.0070425;107.6729968 34.0210882;107.6722065 34.0361691
陕西,西安,5A景区,大唐芙蓉园,大唐芙蓉园,108.9649747 34.2158657;108.9650514 34.2162234;108.9651291 34.2164831;108.9652746 34.2167656;108.9657129 34.2175092;108.9657697 34.217813;108.9657717 34.217889;108.9657318 34.218137;108.9656451 34.2184951;108.9655624 34.2187862;108.9655913 34.2188531;108.965655 34.2189109;108.9657248 34.2189247;108.9661113 34.2187688;108.9662917 34.2186903;108.9665318 34.2186007;108.9669014 34.2184228;108.9670558 34.2183684;108.9671664 34.2183372;108.9673119 34.2183168;108.9679863 34.218249;108.9695115 34.218166;108.9700743 34.2180666;108.9701261 34.2180514;108.9705675 34.2178853;108.9714042 34.2174182;108.9718565 34.2171651;108.9724641 34.2168366;108.9731186 34.2164619;108.9731674 34.2164518;108.9732003 34.2164517;108.9732252 34.2164657;108.9732421 34.2164686;108.97326 34.2164646;108.9735589 34.2163028;108.9736127 34.2162607;108.9736425 34.2161926;108.9736455 34.2161386;108.9736445 34.2160846;108.9736177 34.2160127;108.9735977 34.2159288;108.9735768 34.2158539;108.9735669 34.215789;108.9735629 34.215697;108.9735679 34.215609;108.9735888 34.215511;108.9736356 34.2153299;108.9737124 34.2150328;108.9737502 34.2149058;108.9740651 34.2137683;108.974077 34.2137173;108.9741478 34.2133622;108.9742484 34.2128611;108.9744018 34.2123319;108.9744297 34.2122528;108.9744756 34.2121307;108.9745074 34.2120547;108.974623 34.2118734;108.9747385 34.2117471;108.9749228 34.2115917;108.9751967 34.211397;108.9753163 34.2113017;108.9754906 34.2111343;108.9755384 34.2110462;108.9756201 34.2107671;108.9756062 34.2107521;108.9755554 34.2107532;108.9743163 34.2107606;108.9727385 34.2107769;108.9726987 34.210769;108.9721558 34.2107675;108.9713848 34.2107605;108.9709525 34.2107657;108.9702403 34.2107716;108.9696924 34.2107661;108.9695669 34.2107604;108.9690439 34.2107338;108.9685189 34.2106362;108.9679431 34.2104258;108.9675705 34.2102549;108.9674649 34.2102431;108.9674011 34.2102553;108.9673234 34.2103305;108.9665194 34.2113193;108.9661437 34.2117921;108.9656714 34.2123421;108.9650008 34.2132216;108.964965 34.2133066;108.964964 34.2134086;108.964943 34.2143283;108.9649539 34.2149511;108.9649538 34.2156498;108.9649747 34.2158657
